reference_de_la_notice;region;commune;adresse_forme_editoriale;coordonnees;titre_courant;departement_en_lettres
ACR0001001;Nouvelle-Aquitaine;Bordeaux;9 rue du Maréchal-Joffre / 10 rue des Frères-Bonie;"44.836271, -0.578769";École nationale de la magistrature;Gironde
ACR0001010;Nouvelle-Aquitaine;Bordeaux;cité du Grand Parc;"44.855762, -0.584644";Cité du Grand Parc;Gironde
ACR0001017;Nouvelle-Aquitaine;Verdon-sur-Mer (Le);;"45.54603000000001, -1.061754";Station radar Vogel;Gironde
ACR0001020;Nouvelle-Aquitaine;Lège-Cap-Ferret;boulevard de la Plage;"44.651186, -1.243639";Église Notre-Dame-des-Flots;Gironde
ACR0001021;Nouvelle-Aquitaine;Lège-Cap-Ferret;avenue Édouard Branly;"44.751043, -1.184798";Tétrodons du VVF de Claouey;Gironde
ACR0001022;Nouvelle-Aquitaine;Mérignac;21 rue Louis-Jouvet;"44.847906, -0.655305";Maison Diamant;Gironde
ACR0001025;Nouvelle-Aquitaine;Pessac;37 avenue Pierre-Cérésole;"44.794121, -0.675478";cité Castors;Gironde
ACR0001026;Nouvelle-Aquitaine;Prignac-et-Marcamps;2 chemin de Pair-non-Pair;"45.041717, -0.502838";Bâtiment d’accueil de la grotte de Pair-non-Pair;Gironde
ACR0001031;Nouvelle-Aquitaine;Beaumont-du-Lac;île de Vassivière;"44.80085, -0.595563";centre international d'art et du paysage;Haute-Vienne
ACR0001037;Nouvelle-Aquitaine;Limoges;avenue des Coutures / avenue Locarno / avenue Jean-Gagnant / rue Adrien-Pressemane / rue Séverine;"45.8343356718942, 1.27090384397141";cité des coutures;Haute-Vienne
ACR0001039;Nouvelle-Aquitaine;Limoges;rue Imbert;"45.831666, 1.256406";Faculté de droit;Haute-Vienne
ACR0001042;Nouvelle-Aquitaine;Limoges;8 rue Édouard-Vaillant;"45.830101, 1.261673";immeuble des PTT (ancienne résidence du collège);Haute-Vienne
ACR0001059;Nouvelle-Aquitaine;Saint-Paul-lès-Dax;chemin rural de Lacrouts;"43.741344, -1.0439030000000002";Maison Fargues;Landes
ACR0001060;Nouvelle-Aquitaine;Tarnos;;"43.537729, -1.464209";Batterie de l'Adour;Landes
ACR0001069;Nouvelle-Aquitaine;Bayonne;angle de l'allée Paulmy et de l'avenue Thiers;"43.49330125095652, -1.4775736089666487";Hôtel des Postes;Pyrénées-Atlantiques
ACR0001071;Nouvelle-Aquitaine;Bayonne;allées Marines;"43.4958733475966, -1.47195732781451";"Inscription Maritime, ex Direction interdépartementale des Affaires maritimes, actuel espace d'exposition temporaire DIDAM";Pyrénées-Atlantiques
ACR0001078;Nouvelle-Aquitaine;Saint-Jean-de-Luz;487 route d'Ascain;"43.3735109433383, -1.64628621521754";Club-house du Golf de Chantaco;Pyrénées-Atlantiques
ACR0001079;Nouvelle-Aquitaine;Ustaritz;Route départementale 932 / 255 rue Saint-Michel;"43.389390618815, -1.4547565398065203";"Collège Saint-François-Xavier, ancien petit séminaire";Pyrénées-Atlantiques
ACR0001090;Occitanie;Villeneuve-les-Corbières;2 rue Pilote;"42.9762418775813, 2.77459815164327";cave coopérative vinicole;Aude
ACR0001103;Occitanie;Caissargues;7 avenue des Grenadiers;"43.790435, 4.383478";Villa Fauquier;Gard
ACR0001107;Occitanie;Domessargues;route départementale 123;;cave coopérative vinicole;Gard
ACR0001110;Occitanie;Le Vigan;1 boulevard Pasteur;"43.990617, 3.600632";"collège mixte, actuelle cité scolaire André-Chamson";Gard
ACR0001112;Occitanie;Nîmes;380 chemin du Moulin à Vent;"43.818143, 4.328075";Restaurant universitaire Saint-Césaire;Gard
ACR0001114;Occitanie;Nîmes;3 chemin du compagnon;"43.822164, 4.328471";maison des compagnons;Gard
ACR0001115;Occitanie;Nîmes;2 bis rue Agrippa;"43.839472, 4.352395";maison Pellier;Gard
ACR0001118;Occitanie;Nîmes;571 chemin de la Tuilerie;"43.76668, 4.380048000000001";Villa Comte;Gard
ACR0001121;Occitanie;Rodilhan;chemin des Canaux / avenue Yves-Cazeaux;"43.828182, 4.437136";lycée agricole et Centre de formation agricole (CFPPA);Gard
ACR0001146;Occitanie;Toulouse;1 rue Charles-Camichel;"43.602704, 1.455144";Poste Saint-Aubin;Haute-Garonne
ACR0001162;Occitanie;Agde;;"43.29548062947535, 3.5254291385687373";Centre hélio-marin Oltra;Hérault
ACR0001170;Occitanie;Montpellier;rue de la Chenaie;"43.635139, 3.8717910000000004";Restaurant universitaire du Vert-Bois;Hérault
ACR0001192;Occitanie;Perpignan;41 rue François-Rabelais;"42.7008147809466, 2.90049561210807";Atelier de l’artiste Bausil dit La Maison Rouge;Pyrénées-Orientales
ACR0001199;Occitanie;Perpignan;quai Nobel;"42.696284671228, 2.88574862575438";quartier de la gare;Pyrénées-Orientales
ACR0001207;Occitanie;Castres;166 rue Marcel Briguiboul;"43.5933138672326, 2.2312141408336403";Église Saint-Joseph de Laden;Tarn
ACR0001217;Pays de la Loire;Nantes;rue du Limousin rue de Saintonge rue du Berry  rue du Poitou;"47.2238986128794, -1.56575492907754";Cité des Hauts-Pavés;Loire-Atlantique
ACR0001221;Pays de la Loire;Nantes;1 rue Saget;"47.2228777437121, -1.55369425011749";Immeuble Delamarre;Loire-Atlantique
ACR0001229;Pays de la Loire;Saint-Nazaire;chemin des Mules;"47.278862063986, -2.23508315330929";Château d'eau du Moulin du Pé;Loire-Atlantique
ACR0001235;Pays de la Loire;Blain;place de l'Église;"47.4741892194472, -1.85786881720294";Église;Loire-Atlantique
ACR0001236;Pays de la Loire;Angers;"37, 47-49 rue Toussaint";"47.4691341989769, -0.557229804100226";bibliothèque municipale Toussaint;Maine-et-Loire
ACR0001239;Pays de la Loire;Beaupréau-en-Mauges;24 rue Moulin-Foulon;"47.1994040083516, -0.9754187466008049";Maison Musset;Maine-et-Loire
ACR0001254;Pays de la Loire;Saint-Hilaire-de-Riez;La Luzière forêt de Sion;"46.7381133300734, -1.9979463789274299";Ancienne colonie de vacances de Bezons;Vendée
ACR0001262;Provence-Alpes-Côte d'Azur;Antibes;173 chemin du Valbosquet;"43.604379, 7.094004";Fondation Hartung Bergman;Alpes-Maritimes
ACR0001265;Provence-Alpes-Côte d'Azur;Beuil;quartier Devens;"44.093731, 6.975147000000001";Chalet Capron;Alpes-Maritimes
ACR0001285;Provence-Alpes-Côte d'Azur;Nice;promenade des Anglais / rue Andrioli  rue Saint-Philippe;"43.683978, 7.234566";"""Résidence ""Le Capitole »""";Alpes-Maritimes
ACR0001293;Provence-Alpes-Côte d'Azur;Peille;Ligne ferroviaire Nice-Breil;"43.79051, 7.393009999999999";Viaduc d'Erbossiera;Alpes-Maritimes
ACR0001300;Provence-Alpes-Côte d'Azur;Sospel;2204 route départementale;"43.876278, 7.4498299999999995";Fort Saint-Roch;Alpes-Maritimes
ACR0001301;Provence-Alpes-Côte d'Azur;Tende;chemin de Casterino;"44.054975, 7.581313";Gare de Saint-Dalmas-de-Tende;Alpes-Maritimes
ACR0001312;Provence-Alpes-Côte d'Azur;Aix-en-Provence;rue Vincent-Auriol / rue René-Coty;"43.538396, 5.447961";Cité Beisson;Bouches-du-Rhône
ACR0001313;Provence-Alpes-Côte d'Azur;Aix-en-Provence;rue Gontard;"43.52446, 5.445812";Cité Gontard;Bouches-du-Rhône
ACR0001320;Provence-Alpes-Côte d'Azur;Aix-en-Provence;avenue Jean Moulin;;Lotissement concerté dit résidence Les 200 Logements;Bouches-du-Rhône
ACR0001321;Provence-Alpes-Côte d'Azur;Aix-en-Provence;28 place des Tanneurs;"43.528259, 5.445658";"Restaurant Le Bouddoir (devanture), anciennement restaurant Malta";Bouches-du-Rhône
ACR0001322;Provence-Alpes-Côte d'Azur;Arles;rue du Maréchal-Foch;"43.671163, 4.633118";Centre sportif et scolaire Fernand Fournier;Bouches-du-Rhône
ACR0001323;Provence-Alpes-Côte d'Azur;Arles;rue Alexandre-Dumas;"43.671575, 4.631927";Cité de logements économiques de première nécessité;Bouches-du-Rhône
ACR0001324;Provence-Alpes-Côte d'Azur;Arles;12 place Saint-Pierre  rue des Capucins;"43.680707, 4.622727";Église Saint-Pierre de Trinquetaille;Bouches-du-Rhône
ACR0001326;Provence-Alpes-Côte d'Azur;Arles;quartier de Trinquetaille;"43.679391, 4.621723";immeubles de la reconstruction du Quartier de Trinquetaille;Bouches-du-Rhône
ACR0001328;Provence-Alpes-Côte d'Azur;Arles;915 chemin de la Batelle;"43.642382, 4.727331";Villa Benkemoun;Bouches-du-Rhône
ACR0001334;Provence-Alpes-Côte d'Azur;Istres;boulevard Frédéric-Mistral;"43.514395, 4.989333";immeuble dit HBM Frédéric Mistral;Bouches-du-Rhône
ACR0001339;Provence-Alpes-Côte d'Azur;Marseille 10e Arrondissement;32-35 rue André-Audoli;"43.271743, 5.429706";Castelroc Le haut;Bouches-du-Rhône
ACR0001348;Provence-Alpes-Côte d'Azur;Marseille 14e Arrondissement;cours de Lorraine place L. Dalmas chemin de Gibbes;"43.323437, 5.381783";Groupe HBM Paul-Strauss;Bouches-du-Rhône
ACR0001349;Provence-Alpes-Côte d'Azur;Marseille 14e Arrondissement;chemin de Saint Joseph à Sainte Marthe;"43.340904, 5.386904";Les Platanes;Bouches-du-Rhône
ACR0001368;Provence-Alpes-Côte d'Azur;Marseille 5e Arrondissement;12-18 square Sidi Brahim;"43.297386, 5.399289";École primaire Abbé de l'Epée;Bouches-du-Rhône
ACR0001374;Provence-Alpes-Côte d'Azur;Marseille 7e Arrondissement;97 aveneu de la Corse;"43.280537, 5.360925";Le Saint-Georges;Bouches-du-Rhône
ACR0001377;Provence-Alpes-Côte d'Azur;Marseille 7e Arrondissement;boulevard Charles Livon;"43.291894, 5.357764";Rowing-Club;Bouches-du-Rhône
ACR0001381;Provence-Alpes-Côte d'Azur;Marseille 8e Arrondissement;avenue de Hambourg;"43.252067, 5.386865000000001";Piscine Tournesol de Bonneveine;Bouches-du-Rhône
ACR0001382;Provence-Alpes-Côte d'Azur;Marseille 8e Arrondissement;boulevard Barral - avenue de Mazargues;"43.260046, 5.393923";Immeuble Le Brasilia;Bouches-du-Rhône
ACR0001388;Provence-Alpes-Côte d'Azur;Marseille 9e Arrondissement;58 boulevard Romain Rolland;"43.27109, 5.408664";Maison des jeunes de la Pauline;Bouches-du-Rhône
ACR0001399;Provence-Alpes-Côte d'Azur;Tarascon;Route d'Arles;"43.800804, 4.665822";Hôpital;Bouches-du-Rhône
ACR0001414;Provence-Alpes-Côte d'Azur;Monêtier-les-Bains (Le);;"44.97272100000001, 6.510063";"""Résidence ""La Turière""""";Hautes-Alpes
ACR0001419;Provence-Alpes-Côte d'Azur;Vallouise-Pelvoux;;"44.847953, 6.49285";Usine hydroélectrique des Claux;Hautes-Alpes
ACR0001420;Provence-Alpes-Côte d'Azur;Abriès-Ristolas;;"44.8068875579582, 6.94759811935153";village;Hautes-Alpes
ACR0001424;Provence-Alpes-Côte d'Azur;Saint-Jacques-en-Valgaudemar;Hameau de Lallée;"44.776269, 6.044401";Prototype de groupe scolaire;Hautes-Alpes
ACR0001434;Provence-Alpes-Côte d'Azur;Grimaud;Port Grimaud RN 98;"43.2699842415651, 6.584942049319871";station balnéaire dite Port-Grimaud;Var
ACR0001435;Provence-Alpes-Côte d'Azur;Hyères-les-Palmiers;route des Salins;"43.113286456945, 6.19327316943296";station balnéaire Simone-Berriau Plage (ensemble résidentiel);Var
ACR0001436;Provence-Alpes-Côte d'Azur;Hyères-les-Palmiers;boulevard Félix-Descroix;"43.09872326468221, 6.12759200238109";Chapelle Notre-Dame-de-Consolation;Var
ACR0001437;Provence-Alpes-Côte d'Azur;Hyères-les-Palmiers;place de Noailles / quartier de Martinet;"43.1148957833826, 6.13257644253709";Résidence Le Roqueirol;Var
ACR0001439;Provence-Alpes-Côte d'Azur;La Seyne-sur-Mer;hameau des Sablettes;"43.0787288980739, 5.89453721204879";Station balnéaire des Sablettes;Var
ACR0001444;Provence-Alpes-Côte d'Azur;Lavandou (Le);9 avenue Colonel Rigaud;;Résidence Jasimoun;Var
ACR0001446;Provence-Alpes-Côte d'Azur;Pierrefeu-du-Var;place du Dixmude;;Monument aux Morts (monument commémoratif) dit Monument au Dixmude;Var
ACR0001459;Provence-Alpes-Côte d'Azur;Toulon;9 boulevard de Strasbourg;;Palais Paris France;Var
ACR0001469;Provence-Alpes-Côte d'Azur;Maubec;Hameau de Coustellet;;Coopérative vinicole du Luberon;Vaucluse
ACR0001476;Bretagne;Rennes;3 avenue Jean-Janvier 1 rue Dupont-des-Loges;;"Immeuble d’habitation, dit immeuble Tomine";Ille-et-Vilaine
ACR0001538;Île-de-France;Clichy-la-Garenne;100 boulevard du général Leclerc;"48.9084281682359, 2.30757172726809";Hôpital Beaujon;Hauts-de-Seine
ACR0001541;Île-de-France;Paris 15e Arrondissement;place de la porte de Versailles;"48.8301801338432, 2.29045069843014";Pylônes et guichet d’entrée du parc des expositions;Paris
ACR0001565;Occitanie;Toulouse;chemin de la Garonne;;Ancienne usine Job;Haute-Garonne
ACR0001568;Occitanie;Toulouse;5 allées Antonio Machado;;Ecole nationale supérieure d'architecture de Toulouse (ENSAT);Haute-Garonne
ACR0001570;Occitanie;Bagnères-de-Bigorre;La Mongie;;Observatoire du Pic du Midi / bâtiment interministériel du Pic du Midi;Hautes-Pyrénées
ACR0001574;Pays de la Loire;Angers;;;Village-Anjou;Maine-et-Loire
ACR0001587;Nouvelle-Aquitaine;Périgueux;parc de Vésonne / 20 rue du 29e Régiment d'Infanterie;;musée Vesunna;Dordogne
ACR0001595;Île-de-France;Évry-Courcouronnes;26 rue de Sion;"48.6410687661875, 2.43242416958893";Groupe scolaire des Champs-Élysées;Essonne
ACR0001596;Île-de-France;Évry-Courcouronnes;impasse de la Juine / rue de l'Essonne;"48.6176986283302, 2.44047780155401";Groupe scolaire Georges Lapierre et bibliothèque des Aunettes;Essonne
ACR0001599;Île-de-France;Évry-Courcouronnes;square Edouard Moreau et rue Henri Rochefort;"48.6208366077104, 2.43901755146921";Maisons du square Edouard Moreau;Essonne
ACR0001609;Île-de-France;Mantes-la-Jolie;66 rue Fernand Bodet;"48.9984268199481, 1.69544036959951";Lycée Jean Rostand;Yvelines
ACR0001616;Île-de-France;Bobigny;140 rue de la République;"48.9074721713388, 2.42890218493932";"""Lycée André Sabatier  """;Seine-Saint-Denis
ACR0001619;Île-de-France;Bourget (Le);48 bis rue Anizan Cavillon;"48.9350616023694, 2.4196592370632306";"""Lycée Germaine Tillon  """;Seine-Saint-Denis
ACR0001621;Île-de-France;Montreuil;"""  1 rue Dombasle""";"48.863735255241, 2.45015926959552";Lycée Jean Jaurès;Seine-Saint-Denis
ACR0001624;Île-de-France;Saint-Maur-des-Fossés;6 boulevard Maurice Berteaux;"48.8104431068454, 2.46992087144333";Lycée Marcelin Berthelot;Val-de-Marne
ACR0001626;Île-de-France;Cergy;26 avenue de la Palette;"49.0339154964632, 2.08870422912119";Lycée Alfred Kastler;Val-d'Oise
ACR0001635;Île-de-France;Paris 17e Arrondissement;118 boulevard Bessières;"48.8960787929967, 2.31532977144587";Lycée Balzac et son gymnase;Paris
ACR0001636;Île-de-France;Paris 17e Arrondissement;20 rue Médéric;"48.8810284015813, 2.30400566959604";Lycée hôtelier Jean Drouant;Paris
ACR0001638;Île-de-France;Paris 19e Arrondissement;22 sente des Dorées;"48.8882820245234, 2.39361385425375";Lycée technique d'Alembert;Paris
ACR0000339;Centre-Val de Loire;Châteauroux;"Château de Touvent, route de Velles";"46.7810756728568, 1.69383672025715";Chapelle Sainte-Blanche / Château de Touvent (Etablissement public départemental Blanche de Fontarce);Indre
ACR0001647;Normandie;Coutances;1 rue de la Halle au blé;;"marché couvert, actuellement dit salle Marcel Hélie";Manche
ACR0001653;La Réunion;Saint-Denis;17 rue du Bois-de-Nèfles;;Résidence Mazagran;La Réunion
ACR0001661;Île-de-France;Montreuil;2 avenue du président Salvador Allende;"48.8694269092043, 2.45658001192442";Hôtel industriel Mozinor;Seine-Saint-Denis
ACR0001674;Île-de-France;Ivry-sur-Seine;20-36 bis rue Gabriel Péri / 134-148 avenue Danielle Casanova;"48.81319698262776, 2.3842048085789904";Cité du Liégat;Val-de-Marne
ACR0001677;Provence-Alpes-Côte d'Azur;Avignon;59 avenue Montclar;"43.9371981255037, 4.805039169455294";Résidence Paul Valéry;Vaucluse
ACR0001680;Île-de-France;Montgeron;137 avenue de la République;"48.6995594885126, 2.4694880398322328";Eglise Saint-Joseph-Artisan;Essonne
ACR0001681;Île-de-France;Cergy;1 avenue du Parc / 2 rue des chauffours;"49.03613473962503, 2.070996880121253";"""Chambre des métiers et de l'artisanat du Val d'Oise, ancien centre de formation des Banques Populaires""";Val-d'Oise
ACR0001684;Île-de-France;Cergy;rue des Châteaux Brûloirs;"49.03326403532333, 2.067790769363764";Groupe scolaire des Châteaux;Val-d'Oise
ACR0001685;Île-de-France;Cergy;2 avenue du jour;"49.04471906930519, 2.0316435970541615";"Maison de quartier Axe majeur-Horloge, ancien groupe scolaire La Lanterne";Val-d'Oise
ACR0001688;Île-de-France;Cergy;place des Arts / parvis de la Préfecture;"49.03553301368659, 2.0782201251431647";"Hôtel de l'agglomération, ancien centre administratif et culturel";Val-d'Oise
ACR0001691;Île-de-France;Cergy;7 rue de Vauréal;"49.04143327070907, 2.0572801718576224";Résidence Cergy 7;Val-d'Oise
ACR0001692;Île-de-France;Paris 13e Arrondissement;2-4 et 10-12 rue Bruneseau / quai d'Ivry;"48.82506581492075, 2.3873340189723957";Cité technique et administrative de la Ville de Paris et résidence pour étudiants et jeunes actifs;Paris
ACR0001703;Hauts-de-France;Villeneuve-d'Ascq;Allée de la Frange;"50.631273, 3.124929";"""Résidence Les Facultés, """"Modèle Innovation"""" Composec """;Nord
ACR0001705;Hauts-de-France;Villeneuve-d'Ascq;4-5-6-7 Chemin des Vieux Arbres;"50.619672, 3.127545";"""Résidence La Salamandre, «Modèle Innovation» Salamandre""";Nord
ACR0001710;Hauts-de-France;Vermelles;""" 139 rue Arthur-Lamendin""";"50.47952045378333, 2.745624469054406";"""Résidence """"Modèle innovation"""" Maisons Gradins Jardins""";Pas-de-Calais
ACR0001718;Hauts-de-France;Méricourt;rue des Fontinettes;"50.41089, 2.879916";« Modèle Innovation » Sicca Sigma;Pas-de-Calais
ACR0001721;Grand Est;Valmy;24 rue Kellermann;"49.080435, 4.7671";Centre historique Valmy 1792;Marne
ACR0001728;La Réunion;Le Port;1 rue de la Poste;"-20.933438489657934, 55.29087853931338";Ancien hôtel des postes;La Réunion
ACR0001733;La Réunion;Saint-Denis;14 rue de l'Abattoir;"-20.87771545962873, 55.44428871969324";Siège de la Société d'Importation des Pharmaciens de La Réunion (SIPR);La Réunion
ACR0001745;Grand Est;Strasbourg;3 rue Lauth;"48.594598975128115, 7.759565540143059";Maison de la radio;Bas-Rhin
ACR0001737;Grand Est;Dommery;7 rue de la Corne;"49.67786917128441, 4.4704203113513605";Maison dite RO-2C;Ardennes
ACR0001760;Occitanie;Perpignan;"21, avenue du Docteur-Schweitzer";"42.720964549399, 2.8841118826614185";groupe scolaire Léon-Blum;Pyrénées-Orientales
ACR0001770;Occitanie;Toulouse;96 avenue de Fronton /  109 avenue Jules-Ferry / avenue des Etats-Unis;"43.633018816433996, 1.4327567111118025";Groupe scolaire Jules Ferry;Haute-Garonne
ACR0001772;Occitanie;Toulouse;3-5 chemin d'Audibert;"43.636546244120844, 1.443685112008553";Groupe scolaire Ernest Renan;Haute-Garonne
ACR0001797;Grand Est;Strasbourg;1 rue de la Kibitzenau;"48.557438887548976, 7.763770410552437";piscine Kibitzenau;Bas-Rhin
ACR0001798;Grand Est;Longwy;rue Albert-Legendre;"49.517716824019764, 5.767366975599912";complexe sportif des Récollets;Meurthe-et-Moselle
ACR0001803;Grand Est;Mulhouse;21 rue des Brodeuses;"47.75068137153767, 7.315019188452852";"salle d'escalade Climbing House center, ancien bâtiment du blanchiment Dollfus-Mieg";Haut-Rhin
ACR0001811;Hauts-de-France;Compiègne;2 bis avenue des Martyrs de la Liberté;"49.40208625199566, 2.8081226542420668";Mémorial de l’internement et de la déportation;Oise
ACR0001812;Hauts-de-France;Lens;6 rue Charles-Lecocq;"50.431037795988836, 2.804348538969343";Musée du Louvre;Pas-de-Calais
ACR0001818;Bourgogne-Franche-Comté;Audincourt;21 rue de Seloncourt;"47.47893135160709, 6.843085411788015";Scène de Musiques ACtuelles (SMAC) Le Moloco;Doubs
ACR0001827;Grand Est;Strasbourg;rue de la Coopérative;"48.57398416495233, 7.789477728056695";Chai d'embouteillage de la COOP;Bas-Rhin
ACR0001743;Grand Est;Reims;41 rue de Talleyrand;"49.25652422746536, 4.02788061005651";piscine Talleyrand;Marne
ACR0001828;Nouvelle-Aquitaine;Niort;"""avenue Salvador-Allende / boulevard de l’Atlantique""";"46.330874793272564, -0.4856709081912253";Siège social de la compagnie d'assurances MAIF;Deux-Sèvres
